sessID	MsgID	Text	DialogAct
SNG0597	0	I want a restaurant in the town centre. Can you help me?	Restaurant-Inform(Area=centre)
SNG0597	2	I'm looking for a moderately priced restaurant. I'm looking to book for just myself at 14:00 on Friday.	Restaurant-Inform(Time=14:00;Price=moderate;People=1;Day=friday)
SNG0597	4	That sounds perfect. Thanks for your help!	general-thank()
SNG0597	5	Have a wonderful day!	general-bye()
SNG0596	0	I am looking for a restaurant that serves asian oriental food in the centre of town.	Restaurant-Inform(Area=centre;Food=asian oriental)
SNG0596	2	I'm interested in a cheap place. What can you tell me about those?	Restaurant-Inform(Price=cheap)
SNG0596	4	Yes, get me a table for two at Dojo noodle bar on Wednesday at 16:00	Restaurant-Inform(Time=16:00;People=2;Day=wednesday)
SNG0596	6	Hmm.. can you try at 15:00 instead? 	Restaurant-Inform(Time=15:00)
SNG0596	8	No, that will be all.  Thanks!	general-thank()
SNG0596	9	Thank you, goodbye.	general-bye()
SNG0595	0	I'd like to get moderately-priced Polynesian food.	Restaurant-Inform(Food=polynesian;Price=moderate)
SNG0595	2	Well is there perhaps a cheap option serving that type of food in the center?	Restaurant-Inform(Price=cheap)
SNG0595	4	How about British food?	Restaurant-Inform(Food=british)
SNG0595	6	No thank you. Can you recommend me one and give me their phone number and address?	Restaurant-Request(Phone;Addr)
SNG0595	8	As long as they serve British cuisine and moderately priced, that sounds great. Thanks for your help.	Restaurant-Inform(Price=moderate)
SNG0595	9	They are indeed. Is there anything else you need today?	general-reqmore()
SNG0595	10	No, that's everything. Thank you!	general-thank()
SNG0595	11	Thank you for contacting us and have a great day!	general-bye()
SNG0594	0	Can you help me find a cheap place to eat?	Restaurant-Inform(Price=cheap)
SNG0594	2	Indian would be good as long as it's in the center. I need to book a table for 2 people at 18:15 on a Sunday.	Restaurant-Inform(Food=indian;Time=18:15;People=2;Day=sunday)
SNG0594	10	How about 17:15?	Restaurant-Inform(Time=17:15)
SNG0594	11	I was able to book the table for you for your party of 2 on Sunday at 17:15. The reference number is Z16ZTXKY.	Booking-Book(Day=Sunday;Ref=Z16ZTXKY;Time=17:15;People=2)
SNG0594	12	Great. That'll be everything. Thank you!	general-thank()
SNG0594	13	Thank you, good bye.	general-bye()
SNG0599	0	I'm looking for some info on kohinoor.	Restaurant-Inform(Name=kohinoor)
SNG0599	2	Yes, I'd like to book a table for just me at 13:45 on Friday.	Restaurant-Inform(Time=13:45;People=1;Day=friday)
SNG0599	4	I could eat at 12:45.  I hope that is available.	Restaurant-Inform(Time=12:45)
SNG0599	5	That worked out for you! Your reference number is IHQK49W4.	Booking-Book(Ref=IHQK49W4)
SNG0599	6	Great thank you for all your help	general-thank()
SNG0599	7	Thank you for calling, goodbye.	general-bye()
SNG0598	0	I'm looking to go to dinner tonight and am in the mood for some good Bistro in the centre of town, can you find me some options?	Restaurant-Inform(Area=centre;Food=bistro)
SNG0598	2	Hmm... let me think. Let's try maybe something italian instead.	Restaurant-Inform(Food=italian)
SNG0598	3	There are nine Italian restaurants in the centre of town!  Are you looking for an Italian restaurant in any particular price range?	Restaurant-Inform(Food=restaurants;Choice=nine;Area=centre of town)
SNG0598	4	Which of those nine has the best ratings? Can I please have the address and postcode.	Restaurant-Request(Post;Addr)
SNG0598	6	No, that's all. Thanks.	general-thank()
SNG0598	7	Thank you! Goodbye.	general-bye()
PMUL2111	0	Can you find me a boat attraction in the north? 	Attraction-Inform(Area=north;Type=boat)
PMUL2111	1	Riverboat georgina is available in the north.	Attraction-Inform(Area=north;Name=Riverboat georgina)
PMUL2111	2	Ok, great. Can you provide me with their address and phone number?	Attraction-Request(Phone;Addr)
PMUL2111	3	Address is cambridge passenger cruisers, jubilee house and the phone number is 01223902091.	Attraction-Inform(Phone=01223902091;Addr=cambridge passenger cruisers;Addr=jubilee house)
PMUL2111	4	Ok, I'm also looking for an inexpensive restaurant. One with Indian food.	Restaurant-Inform(Food=indian)
PMUL2111	6	Can I get more information about the one in the north? 	Restaurant-Inform(Area=north)
PMUL2111	7	Royal Spice is a cheap indian restaurant. They are located on Victoria Avenue, Chesterton. Their postcode is cb41eh. You can reach them at 01733553355. 	Restaurant-Inform(Post=cb41eh;Phone=01733553355;Name=Royal Spice;Addr=Victoria Avenue;Addr=Chesterton;Food=Indian;Price=cheap)
PMUL2111	9	What day would you like those reservations?	Booking-Request(Day)
PMUL2111	10	I would like it for Tuesday for 6 people at 15:15.	Restaurant-Inform(Time=15:15;People=6;Day=tuesday)
PMUL2111	12	That's what I needed for now. Thank you very much. Goodbye.	general-bye()
PMUL2111	13	Enjoy your visit!	general-bye()
PMUL2544	0	Can you help me find a moderately priced guesthouse?	Hotel-Inform(Price=moderate;Type=guesthouse)
PMUL2544	2	I'd like free wifi included please.	Hotel-Inform(Internet=yes)
PMUL2544	4	Yes.  Please book for 8 people for 4 nights starting Thursday.	Hotel-Inform(Stay=4)
PMUL2544	6	Yes, I need the reference number.	Hotel-Request(Ref)
PMUL2544	7	You have reservation at acorn guest house for 8 people 4 nights starting Thursday.I will give you the reference number.	Booking-Book(People=8;Stay=4 nights;Name=acorn guest house;Day=Thursday)
PMUL2544	9	Your reference number is  PJDTNB2Z.	Booking-Book(Ref=PJDTNB2Z)
MUL1868	0	Hey! I am looking for a train from Cambridge to Stevenage.	Train-Inform(Depart=cambridge;Dest=stevenage)
MUL1868	2	I need to travel on Wednesday, and I need to arrive by 16:45.	Train-Inform(Day=wednesday;Arrive=16:45)
MUL1868	4	The 15:21 sounds good. I think all I need will be the train ID.	Train-Inform()
MUL1868	5	The train ID for the 15:21 is TR7245.	Train-Inform(Id=TR7245;Leave=15:21)
MUL1868	6	Fantastic, can you also give me information on the Fitzwilliam Museum?	Attraction-Inform(Name=the fitzwilliam museum)
MUL1868	7	It has free admission and is in the centre area.	Attraction-Inform(Area=centre;Fee=free)
MUL1868	8	Can I have the phone number and the address of the museum?	Attraction-Request(Phone;Addr)
MUL1868	10	No that will be all for now. Thank you.	general-thank()
MUL1868	11	Thank you for using our system!	general-bye()
PMUL2117	0	Hello, I am looking for a cheap place to dine in the centre.	Restaurant-Inform(Area=centre;Price=cheap)
PMUL2117	3	What type of food would you like?	Restaurant-Request(Food)
PMUL2117	4	I would like Indian food.	Restaurant-Inform(Food=indian)
PMUL2117	6	Yes. Book that one for 3 people on Friday at 18:45.	Restaurant-Inform(Time=18:45;People=3;Day=friday;Name=kohinoor)
PMUL2117	8	I'm also looking for someplace to go in the same area as the restaurant.  Can you help with that?	Attraction-Inform(Area=centre)
PMUL2117	10	Old churches would be nice thank you 	Attraction-Inform(Type=architecture)
PMUL2117	14	That is all I need today, thank you.	general-thank()
PMUL2117	15	Thank you for using our system today!	general-bye()
PMUL4071	1	Good choice. What can i help you with?	general-greet()
PMUL4071	2	 bridge guest house is what Im looking for for 7 people and 3 nights 	Hotel-Inform(Stay=3;Name=bridge guest house)
PMUL4071	4	I'd like for it to start on Wednesday. 	Hotel-Inform(Day=wednesday)
PMUL4071	6	I'm also looking for a train that gets in to cambridge that day. I won't be able to leave until after 13:15 though.	Train-Inform(Dest=cambridge;Day=wednesday;Leave=13:15)
PMUL4071	8	I'm looking to come from broxbourne.	Train-Inform(Depart=broxbourne)
PMUL4071	10	Pick the best one and please give price and Train ID.	Train-Request(Price;TrainID)
PMUL4071	11	How many tickets do you need?	Train-Request(People)
PMUL4071	12	I would just like the know the price per ticket please.  And the train ID.	Train-Request(Price;TrainID)
PMUL4071	13	The train ID is TR3470 and the cost is 17.90 pounds. 	Train-Inform(Id=TR3470;Ticket=17.90 pounds)
PMUL4071	14	Thanks so much. That was everything I needed at this time.	general-thank()
PMUL4071	15	enjoy your stay in cambridge!	general-bye()
SNG0100	0	Hello! I would like to book a taxi from hughes hall. 	Taxi-Inform(Depart=hughes hall)
SNG0100	1	Great. Where would you like to go and what time do you want to leave or arrive by?	Taxi-Request(Leave;Dest;Arrive)
SNG0100	2	I'm going to Ali Baba from Hughes Hall. I would like the taxi to arrive at Hughes Hall at 2:45. 	Taxi-Inform(Depart=hughes hall;Dest=ali baba;Arrive=02:45)
SNG0100	3	It sounds like you wish to depart Hughes Hall and arrive at Ali Baba by 2:45, is this correct? If so, I've booked a black Ford for you, contact 07392863087. 	Taxi-Inform(Depart=Hughes Hall;Dest=Ali Baba;Car=black Ford;Phone=07392863087;Arrive=2:45)
SNG0100	4	That's great.  Thanks.	general-thank()
SNG0100	5	Is there anything else you need help with? 	general-reqmore()
SNG0100	7	Thank you.  Enjoy your day.  Good bye.	general-bye()
PMUL1926	0	Can you help me find a train leaving Tuesday from Norwich? Thanks.	Train-Inform(Depart=norwich;Day=tuesday)
PMUL1926	2	I want to leave after 20:15.	Train-Inform(Leave=20:15)
PMUL1926	3	At 20:16 a train leaves for Cambridge duration of which is 79 minutes. 	Train-Inform(Time=79 minutes;Leave=20:16;Dest=Cambridge)
PMUL1926	4	I would like to making a booking for one please.	Train-Inform(People=1)
PMUL1926	7	Yes, I can help with that.  What are your preferences of area, price range, and type of accommodation?	Hotel-Request(Type;Price;Area)
PMUL1926	9	That sounds great, I want to find you the perfect place!   Is pricing a factor, do you have a part of the city in mind?	Hotel-Request(Area;Price)
PMUL1926	10	Price is no concern for me. I need it booked for 1 person for 4 nights starting on Tuesday please. 	Hotel-Inform(Stay=4)
PMUL1926	11	I need more information please. What area of town?	Hotel-Request(Area)
PMUL1926	13	The allenbell in the east is a cheap hotel with 4 stars.	Hotel-Inform(Type=hotel;Stars=4;Name=The allenbell;Area=east;Price=cheap)
PMUL1926	14	Does it have free wifi?	Hotel-Inform(Name=allenbell)
PMUL1926	16	Yes please. I'm celebrating my anniversary with myself, so I need a room for 1 starting Tuesday for 4 nights.	Hotel-Inform(Stay=4;People=1;Day=tuesday)
PMUL1926	17	Booking was a success! Your reference number is: XJGR0GCN.	Booking-Book(Ref=XJGR0GCN)
PMUL1773	0	I need to take a train from Cambridge to London Kings Cross, it would need to be after 10.	Train-Inform(Depart=cambridge;Dest=london kings cross)
PMUL1773	1	Okay. What day will you be traveling?	Train-Request(Day)
PMUL1773	2	On Friday after 10.	Train-Inform(Day=friday)
PMUL1773	3	The TR1502 leaves friday at 11:00.	Train-Inform(Day=friday;Leave=11:00;Id=TR1502)
PMUL1773	5	A ticket is 23.60 pounds.  	Train-Inform(Ticket=23.60 pounds)
PMUL1773	6	Can you also give me the travel time?	Train-Request(Duration)
PMUL1773	7	The travel time is 51 minutes.	Train-Inform(Time=51 minutes.)
PMUL1773	8	Thanks! Can you also see if there are any expensive, 4-star guesthouses in the north area of town?	Hotel-Inform(Stars=4;Area=north;Price=expensive;Type=guesthouse)
PMUL1773	10	No I want to stay in that area.  What other hotel accomadations are in the area?	Hotel-Inform()
PMUL1773	12	Can you book it for 4 people and 4 nights starting from Monday?	Hotel-Inform(Stay=4;People=4;Day=monday;Name=avalon)
PMUL1773	13	Booking was successful.Reference number is : 1VF2W9YC.	Booking-Book(Ref=1VF2W9YC)
PMUL1773	14	Thank you! That is all.	general-thank()
PMUL1773	15	You're welcome. Call back if you need further bookings or assistance. 	general-welcome()
PMUL1772	0	I'm looking for a train to cambridge.	Train-Inform(Dest=cambridge)
PMUL1772	1	What day will you be traveling?	Train-Request(Day)
PMUL1772	2	I would like to leave on Friday.	Train-Inform(Day=friday)
PMUL1772	4	I am leaving Thurtsday at 2pm and need three tickets	Train-Inform(Day=thursday;Leave=14:00)
PMUL1772	6	Actually, I never told you where I was leaving from. I need the train to depart from Kings Lynn.	Train-Inform(Depart=kings lynn)
PMUL1772	8	yes please, 7 people.  And I'd like the reference number please.	Train-Inform(People=7)
PMUL1772	10	Yes, I'm also looking for a place to stay in the south. I'd like a guesthouse if possible. 	Hotel-Inform(Area=south;Type=guesthouse)
PMUL1772	11	I can recommend the bridge guest house.	Hotel-Recommend(Name=bridge guest house)
PMUL1772	12	That sounds great. PLease book for 7 people for 5 nights starting on friday. 	Hotel-Inform(Stay=5)
PMUL1772	13	I will book that for you now.	Booking-Inform()
PMUL1772	14	Thanks. I would also like the reference number, please.	general-thank()
PMUL1772	15	I have made your reservations and your reference numbers is 3FR3O8HO.	Booking-Book(Ref=3FR3O8HO)
PMUL1772	16	That will be all, thank you for your help today!	general-thank()
PMUL1772	17	Thank you, I'm glad we were able to help you.	general-bye()
PMUL1771	0	I am organizing my trip to cambridge and need a place to stay in the east in the cheap price range. 	Hotel-Inform(Area=east;Price=cheap)
PMUL1771	2	I would prefer a hotel with 4 stars. Does Allenbell fit the bill?	Hotel-Inform(Stars=4)
PMUL1771	3	Yes it does would you like me to make a booking?	Booking-Inform()
PMUL1771	5	Allenbell is located at 517a coldham lane with a postcode of cb13js.	Hotel-Inform(Addr=517a coldham lane;Post=cb13js;Name=allenbell)
PMUL1771	6	I also need a train going to stevenage.	Train-Inform(Dest=stevenage)
PMUL1771	7	Okay! What day would you like to travel? I'm presuming you're coming from Cambridge?	Train-Request(Day;Depart)
PMUL1771	8	I would like to travel on Thursday leaving from Cambridge.	Train-Inform(Depart=Cambridge;Day=thursday)
PMUL1771	10	The train should arrive by 19:30 the latest.	Train-Inform(Arrive=19:30)
PMUL1771	11	The closest to 19:30 without being after is TR 4765, they arrive at 18:10, does that work for you?	Train-Inform(Arrive=18:10;Id=TR 4765)
PMUL1771	12	That will give me time to find my way, in case I get lost, so that's fine. I'll need you to book 6 tickets, please.	Train-Inform(People=6)
PMUL1771	13	Your total is 76.80 GBP, which you can pay at the station. Your Reference number is : 708IJWEK.	Train-OfferBooked(Ref=708IJWEK;Ticket=76.80 GBP)
PMUL1771	14	Thank you so much, that's all I need.	general-thank()
PMUL1777	0	I need to take a train from cambridge on thursday.	Train-Inform(Depart=cambridge;Day=thursday)
PMUL1777	1	Okay and where will you be traveling to?	Train-Request(Dest)
PMUL1777	2	I will be traveling to bishops stortford and need to leave after 12:00. 	Train-Inform(Dest=bishops stortford;Leave=12:00)
PMUL1777	5	Would you like me to book that for you?	Train-OfferBook()
PMUL1777	6	No thank you. I am looking for a place to stay though. What 3 star hotels do you have available?	Hotel-Inform(Stars=3;Stay=3)
